Name,ID,Barrio,lat,lon,tipo,Precio,Edad,Area Construida,Area Total,Parking/admin_value,Descripcion,Estrato,Habitaciones,Baños,Other Variable,list,Tipo acabado de piso cerámica,Vigilancia 24hrs,Tipo de piso en alcobas laminado,Tipo de cocina paralela,Equipado / amoblado,Tipo de piso en estudio laminado,Ubicado en edificio,Chimenea,Terraza/Balcón terraza,Cocina integral,Esquinero,Cerca colegios / universidades,Cerca supermercados,Características del parqueadero cubierto,Tipo de piso en comedor laminado,Portería,Número de líneas teléfonicas 0,Tipo de estufa gas,Citófonos,Terraza/Balcón balcón,Piso en baldosa,Tipo acabado de piso laminado,Closets 4,Zonas verdes,Vigilancia,Tipo de casa condominio,Número de local 0,Parqueadero visitantes,Tipo de piso en estudio cerámica,Con terraza,Patio,Hall de alcobas,Estudio o biblioteca,Apto para niños,Piscina,Cuarto de servicio,Jacuzzi,Piso 2,Cocina tipo americano,Lote vacio,Sobre vía principal,Jardín,Piso 4,Piso 5,Instalación de gas natural,Deposito 0,Zona para niños,Zona de lavandería,Vigilancia 0,Tipo de parqueadero propio,Tipo de cocina lineal,Comedor auxiliar,Cerca parques,Calefacción,Gimnasio,Tipo de piso en sala cerámica,Tipo de piso en comedor cerámica,Tipo de casa tradicional,Tipo de cortinas persianas,Tipo de cocina abierta,Deposito 1,Salón comunal,Piso 1,Zona campestre,Tipo de comedor comedor independiente,Número de Ascensores 0,Circuito cerrado de TV,Zona residencial,Alarma,Zona comercial,Acceso para discapacitados,Zona de BBQ,Baño auxiliar,Tipo de lote lote vacío,Piso en porcelanato,Sauna / turco,Baños de servicio,Piso en madera,Calentador gas,Tipo de local en centro comercial,Vista panorámica,Conjunto cerrado,Cerca transporte público,Sobre vía secundaria,Tipo de piso en sala laminado,Ascensor,Depósito o cuarto útil,Cerca centros comerciales,Piso 0,Parqueadero cubierto,Tipo de comedor sala comedor,Número de Ascensores 1,Piso 3,Vista exterior,date,city
"Apartamento en Venta, Mesopotamia",MC4355277,mesopotamia,5.545703,-73.35434,apartamento,$350.000.000,Entre 10 y 20 años,101 m²,101 m²,$377.00 ,"Apartamento duplex amplio, ubicado en una exelente zona de la ciudad con varias vias de transporte cercanas, colegios, universidades y areas comerciales.Cuenta con exelente vista e iluminación .",5,4,3,"['Características del parqueadero cubierto', 'Citófonos', 'Cocina integral', 'Cuarto de servicio', 'Piso en baldosa', 'Piso en madera', 'Zona de lavandería', 'Piso 4', 'Tipo de parqueadero propio', 'Baños de servicio', 'Depósito o cuarto útil', 'Parqueadero visitantes', 'Conjunto cerrado', 'Portería', 'Salón comunal', 'Cerca centros comerciales', 'Cerca colegios / universidades', 'Cerca parques', 'Cerca supermercados', 'Cerca transporte público', 'Ubicado en edificio', 'Zona residencial']","['Características del parqueadero cubierto', 'Citófonos', 'Cocina integral', 'Cuarto de servicio', 'Piso en baldosa', 'Piso en madera', 'Zona de lavandería', 'Piso 4', 'Tipo de parqueadero propio', 'Baños de servicio', 'Depósito o cuarto útil', 'Parqueadero visitantes', 'Conjunto cerrado', 'Portería', 'Salón comunal', 'Cerca centros comerciales', 'Cerca colegios / universidades', 'Cerca parques', 'Cerca supermercados', 'Cerca transporte público', 'Ubicado en edificio', 'Zona residencial']",0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,10/3/2023,tunja
"Casa en Venta, Las Quintas",12373-M4116891,Las Quintas,5.554885,-73.347292,apartamento,$377.000.000,Entre 10 y 20 años,175 m²,163 m²,1,"¿Tu santuario urbano en Las Quintas: una vida de ensueño al alcance de tu mano¿

Bienvenido a tu nuevo hogar ¿, un oasis de confort y elegancia en la deseable urbanización Las Quintas. Ubicado a solo 200 metros del vibrante centro comercial Viva ¿, este hogar combina perfectamente la comodidad de la vida urbana con la tranquilidad de un vecindario amistoso y acogedor¿.

Creado en 2011 con los más finos detalles, esta residencia resalta por su amplitud y acabados de calidad ¿. Los espacios están diseñados pensando en la unidad y alegría familiar, invitándote a crear recuerdos imborrables ¿¿¿¿¿¿¿. Y hay más: tienes la opción de personalizar el tercer espacio en obra blanca a tu gusto y estilo, dándole a tu hogar ese toque especial que siempre has soñado ¿.

La ubicación es simplemente insuperable. Zonas verdes ¿, parques ¿ y una gran variedad de restaurantes ¿ están a la vuelta de la esquina, ofreciéndote una vida llena de posibilidades. ¿Por qué elegir esta casa? ",5,4,2,"['Apto para niños', 'Chimenea', 'Tipo de cortinas con velos', 'Parqueadero cubierto', 'Hall de alcobas', 'Equipado / amoblado', 'Zona de lavandería', 'Instalación de gas natural', 'Closets 4', 'Número de líneas teléfonicas 0', 'Calentador gas', 'Tipo de casa tradicional', 'Tipo de cocina lineal', 'Tipo de comedor comedor independiente', 'Deposito 0', 'Tipo de estufa gas', 'Tipo de parqueadero propio', 'Tipo acabado de piso cerámica', 'Tipo de piso en alcobas cerámica', 'Tipo de piso en comedor cerámica', 'Tipo de piso en estudio cerámica', 'Tipo de piso en sala cerámica', 'Vista exterior', 'Area Terraza/Balcón 7 m²', 'Acceso para discapacitados', 'Vista panorámica', 'Terraza/Balcón terraza', 'Vigilancia 0', 'Cancha(s) de basket', 'Cancha(s) de fútbol', 'Sendero peatonal', 'Zona de BBQ', 'Zona para niños', 'Zonas verdes', 'Cerca centros comerciales', 'Cerca colegios / universidades', 'Cerca parques', 'Cerca supermercados', 'Cerca transporte público', 'Sobre vía secundaria']","['Apto para niños', 'Chimenea', 'Tipo de cortinas con velos', 'Parqueadero cubierto', 'Hall de alcobas', 'Equipado / amoblado', 'Zona de lavandería', 'Instalación de gas natural', 'Closets 4', 'Número de líneas teléfonicas 0', 'Calentador gas', 'Tipo de casa tradicional', 'Tipo de cocina lineal', 'Tipo de comedor comedor independiente', 'Deposito 0', 'Tipo de estufa gas', 'Tipo de parqueadero propio', 'Tipo acabado de piso cerámica', 'Tipo de piso en alcobas cerámica', 'Tipo de piso en comedor cerámica', 'Tipo de piso en estudio cerámica', 'Tipo de piso en sala cerámica', 'Vista exterior', 'Area Terraza/Balcón 7 m²', 'Acceso para discapacitados', 'Vista panorámica', 'Terraza/Balcón terraza', 'Vigilancia 0', 'Cancha(s) de basket', 'Cancha(s) de fútbol', 'Sendero peatonal', 'Zona de BBQ', 'Zona para niños', 'Zonas verdes', 'Cerca centros comerciales', 'Cerca colegios / universidades', 'Cerca parques', 'Cerca supermercados', 'Cerca transporte público', 'Sobre vía secundaria']",1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,10/3/2023,tunja
"Casa en Venta, Portal de Canapro",223-4611,Portal de Canapro,5.576038,-73.337304,apartamento,$330.000.000,Entre 10 y 20 años,200 m²,185 m²,1,"Hermosa casa ubicada por la avenida norte salida a paipa. Cuenta con dos pisos y altillo. 1r piso l garaje, cuarto de.san alejo, sala con chimenea, baño social, comedor, cocina, patio, cuarto auxiliar 3x3 con closet. 2 piso 3 habitaciones una con baño privado, baño social, sala estudio. 3r piso sala con bar, habitación principal con baño Tina jacuzzi, doble terraza. Pisos enchapados en madera, baños con divisiones en vidrio templado. Se aceptan pagos en Bitcoin, Ethereum, Neo",4,1,4,"['Estudio o biblioteca', 'Equipado / amoblado no', 'Zona de lavandería', 'Tipo de casa tradicional', 'Tipo de parqueadero propio', 'Vigilancia 24hrs']","['Estudio o biblioteca', 'Equipado / amoblado no', 'Zona de lavandería', 'Tipo de casa tradicional', 'Tipo de parqueadero propio', 'Vigilancia 24hrs']",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10/3/2023,tunja
"Casa en Venta, Santa Ines",10159-M4051485,Santa Ines,5.549867,-73.349379,apartamento,$770.000.000,Entre 5 y 10 años,239 m²,230 m²,1,"Código 6210FR938 Excelente oportunidad de adquirir casa en uno de los sectores más cotizados y comerciales de la ciudad de Tunja, con fácil acceso de transporte público; a pocas cuadras de la Universidad Santo Tomas, Centro Comercial Unicentro, Makro y parques, la casa cuenta con muy buena seguridad ya que tiene circuito cerrado de TV y sensores de movimiento y consta de cuatro alcobas con closet, la habitación principal con balcón y baño privado, dos baños sociales, cocina integral con barra tipo americano, sala-comedor con caba o bar, sala de estar, amplio patio de ropa, garaje y Zona BBQ; la casa también cuenta con un apartamento totalmente independiente el cual tiene dos habitaciones la principal con baño privado, baño social, sala-comedor, cocina integral, amplia e independiente zona de lavandería el cual renta un millón cien mil pesos mensuales, la casa se vende amoblada por un costo de cincuenta millones adicionales…lo mejor de todo... es negociable!!! Quieres o",5,5,5,"['Baño auxiliar', 'Alarma', 'Calefacción', 'Citófonos', 'Cocina tipo americano', 'Cocina integral', 'Comedor auxiliar', 'Estudio o biblioteca', 'Hall de alcobas', 'Equipado / amoblado', 'Vigilancia', 'Zona de lavandería', 'Piso 3', 'Tipo acabado de piso cerámica', 'Area lote 239 m²', 'Baños de servicio', 'Circuito cerrado de TV', 'Parqueadero visitantes', 'Vista panorámica', 'Terraza/Balcón balcón', 'Zona de BBQ', 'Zona para niños', 'Zonas verdes', 'Cerca colegios / universidades', 'Cerca parques', 'Cerca transporte público', 'Sobre vía principal', 'Zona comercial', 'Zona residencial']","['Baño auxiliar', 'Alarma', 'Calefacción', 'Citófonos', 'Cocina tipo americano', 'Cocina integral', 'Comedor auxiliar', 'Estudio o biblioteca', 'Hall de alcobas', 'Equipado / amoblado', 'Vigilancia', 'Zona de lavandería', 'Piso 3', 'Tipo acabado de piso cerámica', 'Area lote 239 m²', 'Baños de servicio', 'Circuito cerrado de TV', 'Parqueadero visitantes', 'Vista panorámica', 'Terraza/Balcón balcón', 'Zona de BBQ', 'Zona para niños', 'Zonas verdes', 'Cerca colegios / universidades', 'Cerca parques', 'Cerca transporte público', 'Sobre vía principal', 'Zona comercial', 'Zona residencial']",1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,10/3/2023,tunja
"Local Comercial en Venta, Zona Centro",10159-M4580940,Zona Centro,,,local,$300.000.000,Más de 20 años,63 m²,60 m²,$100.00 ,"Código  696FR4492 VENTA DE DOS LOCALES UBICADOS EN EL CENTRO DE TUNJA. Cada uno con un área de treinta metros cuadrados, con baño y poseen forma rectangular, con escritura independiente. Actualmente no están divididos y conforman una sola unidad. Se pueden adaptar como lugar de oficina o locales comerciales. Acceso y excelente vista a la parte exterior sobre vía principal. Muy buena oportunidad como inversión con alta rentabilidad. Llamanos para brindarte mas informacion.
",4,,2,"['Piso 1', 'Area lote 63 m²', 'Cerca colegios / universidades', 'Cerca transporte público', 'Sobre vía principal', 'Zona comercial', 'Zona residencial']","['Piso 1', 'Area lote 63 m²', 'Cerca colegios / universidades', 'Cerca transporte público', 'Sobre vía principal', 'Zona comercial', 'Zona residencial']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10/3/2023,tunja
"Casa en Venta, Maldonado",MC3555779,Maldonado,5.541316,-73.358413,apartamento,$435.000.000,Más de 20 años,176 m²,176 m²,1,"Casa para vivienda o uso institucional con mucha luz natural en cuadra muy segura y tranquila. Cuenta con 4 habitaciones amplias y closets grandes, 3 baños, estudio, sala y comedor aparte, recibidor, garaje cubierto, patio cubierto, cuarto de servicio o cuarto útil, áreas generosas. A cuadra y media de la glorieta principal. Directamente.",4,4,3,"['Características del parqueadero cubierto', 'Cuarto de servicio', 'Estudio o biblioteca', 'Piso en baldosa', 'Piso en madera', 'Zona de lavandería', 'Piso 1', 'Patio', 'Tipo de parqueadero propio', 'Cerca centros comerciales', 'Cerca colegios / universidades', 'Cerca parques', 'Cerca supermercados', 'Cerca transporte público', 'Zona comercial', 'Zona residencial']","['Características del parqueadero cubierto', 'Cuarto de servicio', 'Estudio o biblioteca', 'Piso en baldosa', 'Piso en madera', 'Zona de lavandería', 'Piso 1', 'Patio', 'Tipo de parqueadero propio', 'Cerca centros comerciales', 'Cerca colegios / universidades', 'Cerca parques', 'Cerca supermercados', 'Cerca transporte público', 'Zona comercial', 'Zona residencial']",0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,10/3/2023,tunja
"Lote o Casalote en Venta, Terrazas",MC4560812,Terrazas,,,lote,$36.381.150.000,26949 m²,26949 m²,,,"Se vende lote totalmente plano sobre Avenida Universitaria a 100 metros de Unicentro Tunja, con uso de suelo residencial, comercial o institucional.",5,,,"['Lote vacio', 'Piso 1', 'Zonas verdes', 'Cerca transporte público']","['Lote vacio', 'Piso 1', 'Zonas verdes', 'Cerca transporte público']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10/3/2023,tunja
"Apartamento en Venta, Inaltteza",3072-M2731740,inaltteza,5.538987,-73.350477,apartamento,$230.000.000,Entre 0 y 5 años,80 m²,80 m²,$130.00 ,"venta apartamento tunja, inaltteza, vista al sur de la ciudad, 80 mts2, cuenta con sala comedor con balcon, cocina integral abierta, zona de lavanderia, 3 habitaciones, ppa con baño privado, baño auxiliar, parqueadero, ,el edificio cuenta con piscina sin fin en el piso treinta,sauna, turco,salon de juegos panoramico, sky lounge, bar, cancha de tenis, cancha multiplex, zona bbq ubicado cerca a centro comercial unicentro, makro, proximamente exito y falabella, estadio de la independencia.",4,3,2,"['Apto para niños', 'Citófonos', 'Parqueadero cubierto', 'Sauna / turco', 'Zona de lavandería', 'Instalación de gas natural', 'Piso 3', 'Calentador gas', 'Tipo de cocina abierta', 'Tipo de comedor sala comedor', 'Deposito 0', 'Tipo de estufa gas', 'Tipo de parqueadero propio', 'Vista exterior', 'Area Terraza/Balcón 3 m²', 'Ascensor', 'Acceso para discapacitados', 'Circuito cerrado de TV', 'Piscina', 'Vista panorámica', 'Conjunto cerrado', 'Número de Ascensores 2', 'Terraza/Balcón balcón', 'Vigilancia 24hrs', 'Cancha(s) de basket', 'Cancha(s) de fútbol', 'Cancha(s) de tennis', 'Gimnasio', 'Salón comunal', 'Zona de BBQ', 'Zona para niños', 'Zonas verdes', 'Cerca centros comerciales', 'Cerca colegios / universidades', 'Cerca parques', 'Cerca supermercados', 'Cerca transporte público', 'Sobre vía principal']","['Apto para niños', 'Citófonos', 'Parqueadero cubierto', 'Sauna / turco', 'Zona de lavandería', 'Instalación de gas natural', 'Piso 3', 'Calentador gas', 'Tipo de cocina abierta', 'Tipo de comedor sala comedor', 'Deposito 0', 'Tipo de estufa gas', 'Tipo de parqueadero propio', 'Vista exterior', 'Area Terraza/Balcón 3 m²', 'Ascensor', 'Acceso para discapacitados', 'Circuito cerrado de TV', 'Piscina', 'Vista panorámica', 'Conjunto cerrado', 'Número de Ascensores 2', 'Terraza/Balcón balcón', 'Vigilancia 24hrs', 'Cancha(s) de basket', 'Cancha(s) de fútbol', 'Cancha(s) de tennis', 'Gimnasio', 'Salón comunal', 'Zona de BBQ', 'Zona para niños', 'Zonas verdes', 'Cerca centros comerciales', 'Cerca colegios / universidades', 'Cerca parques', 'Cerca supermercados', 'Cerca transporte público', 'Sobre vía principal']",0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,1,0,0,1,0,1,0,1,1,0,1,1,10/3/2023,tunja
"Apartamento en Venta, Mesopotamia",10159-M4581232,Mesopotamia,5.545703,-73.35434,apartamento,$134.000.000,Entre 5 y 10 años,35 m²,36 m²,$40.00 ,"Código 696FR4873 Excelente aparta estudio en el barrio Mesopotamia, sector residencial en la mejor zona de la ciudad. Consta de una habitación, baño, sala comedor, cocina integral, área de lavado y excelente iluminación. Muy cerca al centro comercial La Sexta, UPTC, estadio, coliseo, supermercados y zona comercial. Fácil acceso a transporte público. 
",5,1,1,"['Calefacción', 'Citófonos', 'Cocina integral', 'Zona de lavandería', 'Piso 3', 'Cerca colegios / universidades', 'Cerca parques', 'Cerca transporte público', 'Zona residencial']","['Calefacción', 'Citófonos', 'Cocina integral', 'Zona de lavandería', 'Piso 3', 'Cerca colegios / universidades', 'Cerca parques', 'Cerca transporte público', 'Zona residencial']",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,10/3/2023,tunja
"Apartamento en Venta, CENTRO DE TUNJA",11295-M4299919,CENTRO DE TUNJA,5.532949,-73.360721,apartamento,$320.000.000,Entre 10 y 20 años,150 m²,150 m²,1,"Se vende apartamento en el centro con un espacio adicional de zona privada, consta de 3 habitaciones, 2 baños uno en la habitación principal otro social con excelentes acabados, sala comedor cocina integral y patio de ropas.",3,3,2,"['Zona de lavandería', 'Piso 3', 'Conjunto cerrado']","['Zona de lavandería', 'Piso 3', 'Conjunto cerrado']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,10/3/2023,tunja
"Lote o Casalote en Venta, EL TOPO",11295-M3695292,EL TOPO,5.531564,-73.367363,lote,$45.000.000,Entre 0 y 5 años,0 m²,72 m²,,"Lote urbano ubicado a 3 minutos del centro en una zona de alto desarrollo, con servicios económicos, en un sector cerca a la  zona comercial del centro de alimentos, centros educativos, centros de salud y de fácil acceso a vías principales. ",2,,,"['Tipo de lote lote vacío', 'Area lote 72 m²']","['Tipo de lote lote vacío', 'Area lote 72 m²']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10/3/2023,tunja
Local Comercial en Venta,11295-M3338489,,,,local,$1.134.394.425,Entre 5 y 10 años,434 m²,434 m²,,"Local comercial de una planta, identificado como local 3 Bloque C con varios cubículos para oficinas y otro salón amplio y con servicio de parqueadero al frente además de eso con visibilidad de la doble calzada sentido sur-norte. Dedicado especialmente para negocios  de servicios profesionales, médicos, comerciales de productos tangibles e intangibles por ser un centro empresarial exclusivo además por su alto tráfico de gente lo convierte en un punto de gran rentabilidad.",4,,,"['Número de local 3', 'Piso 0', 'Tipo de local en centro comercial']","['Número de local 3', 'Piso 0', 'Tipo de local en centro comercial']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10/3/2023,tunja
"Bodega en Venta, Sector Coopservicios",11295-M3682869,Sector Coopservicios,,,local,$150.000.000,Entre 10 y 20 años,136 m²,136 m²,,"Bodega ubicada a una 3 cuadras de la avenida principal y a 3 minutos del Centro Histórico con servicios de luz trifásica, agua y gas natural, una zona estratégica de almacenamiento para cualquier insumo o producto con varias vías de acceso. 
",2,,,"['Número de bodega 1', 'Tipo de bodega almacenamiento']","['Número de bodega 1', 'Tipo de bodega almacenamiento']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10/3/2023,tunja
"Casa en Venta, Tunja",603-M4418400,Tunja,5.534178,-73.362407,apartamento,$750.000.000,Más de 20 años,384 m²,384 m²,2,"Vendo casa en Tunja de 1250mts2 de lote y 384mts2 construidos. La casa cuenta con dos plantas, en el primer piso consta de sala, estudio, comedor cocina área de ropas, baño auxiliar, garaje cubierto para dos vehículos, dos alcobas baño alcobas y escalera acceso al segundo piso. En el segundo piso consta de sala estar y alcoba con baño privado.",6,3,3,"['Baño auxiliar', 'Estudio o biblioteca', 'Piso en baldosa', 'Piso en porcelanato', 'Zona de lavandería', 'Instalación de gas natural', 'Tipo de cocina lineal', 'Tipo de comedor sala comedor', 'Tipo de parqueadero independiente', 'Tipo acabado de piso baldosa', 'Tipo de piso en alcobas baldosa', 'Tipo de piso en comedor baldosa', 'Tipo de piso en estudio baldosa', 'Tipo de piso en sala baldosa', 'Vista exterior', 'Depósito o cuarto útil', 'Vista panorámica', 'Vigilancia 0', 'Zonas verdes', 'Cerca centros comerciales', 'Cerca colegios / universidades', 'Cerca parques', 'Cerca supermercados', 'Sobre vía secundaria', 'Zona residencial']","['Baño auxiliar', 'Estudio o biblioteca', 'Piso en baldosa', 'Piso en porcelanato', 'Zona de lavandería', 'Instalación de gas natural', 'Tipo de cocina lineal', 'Tipo de comedor sala comedor', 'Tipo de parqueadero independiente', 'Tipo acabado de piso baldosa', 'Tipo de piso en alcobas baldosa', 'Tipo de piso en comedor baldosa', 'Tipo de piso en estudio baldosa', 'Tipo de piso en sala baldosa', 'Vista exterior', 'Depósito o cuarto útil', 'Vista panorámica', 'Vigilancia 0', 'Zonas verdes', 'Cerca centros comerciales', 'Cerca colegios / universidades', 'Cerca parques', 'Cerca supermercados', 'Sobre vía secundaria', 'Zona residencial']",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,10/3/2023,tunja
"Lote o Casalote en Venta, Tunja",5031-M4595989,Tunja,0,0,lote,$9.180.000.000,Entre 5 y 10 años,0 m²,0 m²,," ESPECTACULAR OPORTUNIDAD  VENDEMOS LOTE EN TUNJA 9.200 MTS SOBRE VIA PRINCIPAL CON USO RESIDENCIAL,FRENTE AL EDIFICIO ALTEZZA. IDEAL PARA CONSTRUCTORES ALTURA APROXIMADA DE CONTRUCCION 20 PISOS. SE PERMUTA POR PREDIOS EN BOGOTA Y ALREDEDORES.",4,,,"['Lote vacio', 'Tipo de lote lote vacío']","['Lote vacio', 'Tipo de lote lote vacío']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10/3/2023,tunja
"Lote o Casalote en Venta, Manzanares",3072-M3345375,manzanares,5.528138,-73.351136,lote,$3.640.000.000,Entre 0 y 5 años,0 m²,5600 m²,,"Se vende lote a precio de ganga,  al lado del terminal muy buen ubicado 
Nuevo barrio manzanares para vivienda de interés social o bodegas comerciales 
Área  5.600 metros, mayor informacion llamar a  elizabethcely 316 dos setenta y nueve 77 cuarenta y uno. ",3,,,['Tipo de lote lote vacío'],['Tipo de lote lote vacío'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10/3/2023,tunja
"Apartamento en Venta, JUAN CASTELLANOS TUNJA",11295-M4545278,JUAN CASTELLANOS TUNJA,5.527255,-73.370947,apartamento,$320.000.000,Entre 10 y 20 años,102 m²,102 m²,1,"Se vende un amplio apartamento nuevo cerca de la Universidad Juan de Castellanos, el almacén Paraíso y una zona comercial, además de estar cerca de la avenida Oriental. Consta de 3 habitaciones con closet, una sala comedor con excelente iluminación y zona de estudio, 2 baños (uno en la habitación principal y otro social), cocina integral y zona de lavado de ropa. Incluye parqueadero. ¡Aprovecha esta excelente oportunidad para inversión o vivir!",3,3,2,"['Zona de lavandería', 'Piso 3', 'Vista exterior', 'Conjunto cerrado']","['Zona de lavandería', 'Piso 3', 'Vista exterior', 'Conjunto cerrado']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,10/3/2023,tunja
