Name,ID,Barrio,Precio,Edad,Area Construida,Area Total,Parking/admin_value,Descripcion,Estrato,Habitaciones,Baños,Other Variable,list,Portería,Zona comercial,Patio,Ascensor,Tipo de cortinas ninguna,Cerca centros comerciales,Chimenea,Parqueadero visitantes,Vigilancia,Piso 2,Tipo de parqueadero independiente,Cocina tipo americano,Ubicado en edificio,Cerca parques,Tipo de estufa gas,Cuarto de servicio,Sobre vía secundaria,Calefacción,Piso en baldosa,Cerca colegios / universidades,Tipo de comedor sala comedor,Vigilancia 24hrs,Tipo de lote lote vacío,Comedor auxiliar,Apto para niños,Zonas verdes,Cerca supermercados,Zona residencial,Piso 3,Sobre vía principal,Calentador gas,Número de Ascensores 1,Baño auxiliar,Zona de lavandería,Tipo de parqueadero propio,Baños de servicio,Piso 1,Zona campestre,Vigilancia 0,Salón comunal,Vista panorámica,Características del parqueadero cubierto,Hall de alcobas,Parqueadero cubierto,Cocina integral,Tipo de casa tradicional,Estudio o biblioteca,Citófonos,Vista exterior,Zona de BBQ,Lote vacio,Cerca transporte público,Acceso para discapacitados,Instalación de gas natural,Jardín,Deposito 1,Zona para niños,Circuito cerrado de TV,Conjunto cerrado,Tipo de cocina lineal,Terraza/Balcón balcón,date,city
"Casa en Venta, AV LAS AMERICAS",11295-M3608058,AV LAS AMERICAS,$753.228.915,Más de 20 años,465 m²,465 m²,,"En venta, una amplia casa de 3 niveles con mezanine y ascensor industrial, ubicada sobre la transitada Avenida Las Américas, en un sector comercial de alto tráfico vehicular y peatonal. La propiedad cuenta con todos los servicios, luz trifásica y una excelente iluminación. En el primer nivel, hay un área de atención al cliente con una oficina, un punto de servicio, ascensor y baño. En el segundo nivel, se encuentra un mezanine con otra oficina y baño. En el tercer nivel, hay un amplio espacio para inventario y en el último nivel, un apartamento de 3 habitaciones con closet, 2 baños, cocina, patio de ropas y un luminoso espacio con vista a la avenida. La propiedad se encuentra a 5 minutos del centro, la funeraria y en un sector comercial con restaurantes, tiendas de autos, papelerías y supermercados ARA. Contáctanos para más información y programar una visita.",3,3,3,"['Zona de lavandería', 'Tipo de casa tradicional']","['Zona de lavandería', 'Tipo de casa tradicional']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-22,duitama
"Bodega en Venta, Centro",11295-M4141467,Centro,$990.000.000,Entre 10 y 20 años,330 m²,330 m²,,"Se vende bodega amplia de 3  salones con entrada por ambas caras con servicios disponibles ubicada a 3 cuadras de la Plaza del Libertador de la ciudad de Duitama. El uso de suelos permite construir hasta 8 pisos , un proyectos interesante para constructoras.",3,,,"['Oficinas', 'Número de bodega 1', 'Tipo de bodega industrial']","['Oficinas', 'Número de bodega 1', 'Tipo de bodega industrial']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-22,duitama
Lote o Casalote en Venta,5483-M2704947,,$980.000.000,Más de 20 años,6828 m²,6828 m²,,"Vendo Lote con ubicación estratégica sobre la vía Duitama – Tibasosa, son 6828 mts con topografía plana,  disponibilidad de servicios públicos de fácil acceso sin necesidad de prolongues de los mismos. Uso para restaurantes, estacionamientos, paradores, centros de acopio de productos agropecuarios, servicios hoteleros. Usos condicionados como Terminales de Transporte, almacenes de grandes superficies y Uso Institucional. Tiene 42,50 de frente y hacia el fondo se reduce a 18,20mts. De fondo tiene 228mts de un lado y de otro tiene 222mts. Está ubicado en zona suburbana en límites con Duitama, en la recta San Rafael, en sentido Duitama-Sogamoso.",1,,,"['Ancho 42 m', 'Fondo 228 m', 'Tipo de lote lote vacío', 'Area lote 6828 m²', 'Sobre vía principal']","['Ancho 42 m', 'Fondo 228 m', 'Tipo de lote lote vacío', 'Area lote 6828 m²', 'Sobre vía principal']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-22,duitama
"Casa en Venta, AV LAS AMÉRICAS",11295-M3475336,AV LAS AMÉRICAS,$753.228.915,Más de 20 años,465 m²,465 m²,,"En venta, una amplia casa de 3 niveles con mezanine y ascensor industrial, ubicada sobre la transitada Avenida Las Américas, en un sector comercial de alto tráfico vehicular y peatonal. La propiedad cuenta con todos los servicios, luz trifásica y una excelente iluminación. En el primer nivel, hay un área de atención al cliente con una oficina, un punto de servicio, ascensor y baño. En el segundo nivel, se encuentra un mezanine con otra oficina y baño. En el tercer nivel, hay un amplio espacio para inventario y en el último nivel, un apartamento de 3 habitaciones con closet, 2 baños, cocina, patio de ropas y un luminoso espacio con vista a la avenida. La propiedad se encuentra a 5 minutos del centro, la funeraria y en un sector comercial con restaurantes, tiendas de autos, papelerías y supermercados ARA. Contáctanos para más información y programar una visita.",3,3,3,"['Tipo de casa tradicional', 'Deposito 1', 'Area lote 465 m²']","['Tipo de casa tradicional', 'Deposito 1', 'Area lote 465 m²']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2023-11-22,duitama
"Lote o Casalote en Venta, Centro",MC4571660,Centro,$500.000.000,268 m²,268 m²,,,"Muy buen lote vacío de 268 metros cuadr ubicado estratégicamente sobre la carrera veinte costado Norte, en el retorno hacia el occidente. Frente de NUEVE metros x TREINTA de fondo. Edificable de 3 a 8 pisos. Cuenta con los servicios de acueducto, energía y aseo. Ubicado en una zona de alta valorización y con buenos e interesantes  futuros proyectos, buen transporte público y comercio, Se cuenta con avalúo y estudio de suelos. Uso en multifamiliar y comercio en primeros pisos. Zona de desarrollo.",2,,,"['Fondo 30 m', 'Lote vacio', 'Piso 1', 'Cerca transporte público']","['Fondo 30 m', 'Lote vacio', 'Piso 1', 'Cerca transporte público']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2023-11-22,duitama
"Lote o Casalote en Venta, Altos de San Jorge",5483-M2567926,Altos de San Jorge,$40.000.000,Entre 0 y 5 años,75 m²,75 m²,,"Vendo excelentes lotes N.1, 2,en Altos de San Jorge en Duitama. Ubicados a pocas cuadras de la Iglesia San Miguel Arcangel, Terminal de Transportes y de la Villa Olímpica. Ideal para construir casa o vivienda bifamiliar. Cuenta con servicio de agua y luz, próximamente gas. Invierte en Boyacá, vive en Duitama. Informes OLGA MARINO. ",2,,,"['Ancho 6 m', 'Fondo 12.50 m', 'Tipo de lote lote vacío', 'Area lote 75 m²', 'Esquinero', 'Cerca transporte público', 'Sobre vía secundaria']","['Ancho 6 m', 'Fondo 12.50 m', 'Tipo de lote lote vacío', 'Area lote 75 m²', 'Esquinero', 'Cerca transporte público', 'Sobre vía secundaria']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2023-11-22,duitama
"Casa en Venta, Duitama",418-M2154137,Duitama,$2.300.000.000,Entre 0 y 5 años,520 m²,520 m²,$600.000,Excelente casa campestre en conjunto cerrado en Duitama. Cocina en Isla. 4 habitaciones cada una con baño. La principal con jacuzzi. pisos en madera. Excelentes detalles arquitectónicos y terminados. Zona para BBQ. 5 parqueaderos. 520 metros cuadrados construidos sobre lote de 1400 m2. Rodeado de naturaleza. amplias zonas verdes. Capilla,5,4,5,"['Apto para niños', 'Alarma', 'Calefacción', 'Chimenea', 'Citófonos', 'Comedor auxiliar', 'Cuarto de servicio', 'Estudio o biblioteca', 'Parqueadero cubierto', 'Hall de alcobas', 'Jacuzzi', 'Equipado / amoblado', 'Puerta seguridad', 'Zona de lavandería', 'Instalación de gas natural', 'Número de líneas teléfonicas 1', 'Calentador gas', 'Tipo de casa condominio', 'Tipo de cocina isla', 'Tipo de comedor comedor independiente', 'Deposito 2', 'Tipo de estufa gas', 'Tipo de parqueadero independiente', 'Tipo acabado de piso madera', 'Tipo de piso en alcobas madera', 'Tipo de piso en comedor madera', 'Tipo de piso en estudio madera', 'Tipo de piso en sala madera', 'Vista exterior', 'Area lote 1400 m²', 'Area Terraza/Balcón 10 m²', 'Acceso para discapacitados', 'Circuito cerrado de TV', 'Jardín', 'Vista panorámica', 'Conjunto cerrado', 'Esquinero', 'Terraza/Balcón balcón', 'Vigilancia 24hrs', 'Salón comunal', 'Sendero peatonal', 'Zona de BBQ', 'Zona para niños', 'Zonas verdes', 'Cerca parques', 'Cerca supermercados', 'Cerca transporte público', 'Sobre vía secundaria']","['Apto para niños', 'Alarma', 'Calefacción', 'Chimenea', 'Citófonos', 'Comedor auxiliar', 'Cuarto de servicio', 'Estudio o biblioteca', 'Parqueadero cubierto', 'Hall de alcobas', 'Jacuzzi', 'Equipado / amoblado', 'Puerta seguridad', 'Zona de lavandería', 'Instalación de gas natural', 'Número de líneas teléfonicas 1', 'Calentador gas', 'Tipo de casa condominio', 'Tipo de cocina isla', 'Tipo de comedor comedor independiente', 'Deposito 2', 'Tipo de estufa gas', 'Tipo de parqueadero independiente', 'Tipo acabado de piso madera', 'Tipo de piso en alcobas madera', 'Tipo de piso en comedor madera', 'Tipo de piso en estudio madera', 'Tipo de piso en sala madera', 'Vista exterior', 'Area lote 1400 m²', 'Area Terraza/Balcón 10 m²', 'Acceso para discapacitados', 'Circuito cerrado de TV', 'Jardín', 'Vista panorámica', 'Conjunto cerrado', 'Esquinero', 'Terraza/Balcón balcón', 'Vigilancia 24hrs', 'Salón comunal', 'Sendero peatonal', 'Zona de BBQ', 'Zona para niños', 'Zonas verdes', 'Cerca parques', 'Cerca supermercados', 'Cerca transporte público', 'Sobre vía secundaria']",0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,1,1,1,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,2023-11-22,duitama
Apartamento en Venta,11295-M3271463,,$236.000.000,Entre 5 y 10 años,82 m²,82 m²,,"Apartamento ubicado en el Conjunto Residencial Altos de Tundama, con balcón en la sala, con 3 habitaciones con closets y una con baño privado con balcón respectivamente, cocina integral, patio  Cerca la Avenida Circunvalar (carrera 31); próximo a la  Universidad Antonio Nariño; la Clínica Boyacá y al sector comercial  Además cuenta con  ascensor; zonas verdes; parque  infantil;  piscina y zona de descanso; salón comunal ",4,3,2,"['Zona de lavandería', 'Piso 2', 'Conjunto cerrado']","['Zona de lavandería', 'Piso 2', 'Conjunto cerrado']",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2023-11-22,duitama
"Casa en Venta, Solano",920-42151036,Solano,$1.390.000.000,Más de 20 años,440 m²,440 m²,2,"Casa para uso de oficinas, EPS, consultorios o comercial, en Solano, Duitama para venta. Esta distribuida por niveles, cuenta dos salas amplias, seis baños, trece consultorios, bodega, patio amplio y rampa de acceso. Sótano, semisótano, dos patios y dos garajes. Excelente sector de Boyacá.",4,1,5,"['Baño auxiliar', 'Instalación de gas ninguno', 'Patio', 'Tipo de cocina lineal', 'Tipo de parqueadero independiente', 'Tipo acabado de piso otro', 'Tipo de piso en alcobas otro', 'Tipo de piso en comedor otro', 'Tipo de piso en estudio otro', 'Tipo de piso en sala otro', 'Vista exterior', 'Vigilancia 0', 'Cerca centros comerciales', 'Cerca parques', 'Cerca supermercados', 'Zona comercial']","['Baño auxiliar', 'Instalación de gas ninguno', 'Patio', 'Tipo de cocina lineal', 'Tipo de parqueadero independiente', 'Tipo acabado de piso otro', 'Tipo de piso en alcobas otro', 'Tipo de piso en comedor otro', 'Tipo de piso en estudio otro', 'Tipo de piso en sala otro', 'Vista exterior', 'Vigilancia 0', 'Cerca centros comerciales', 'Cerca parques', 'Cerca supermercados', 'Zona comercial']",0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2023-11-22,duitama
"Local Comercial en Venta, Duitama",10151-M4683794,Duitama,$1.163.029.200,Entre 5 y 10 años,157.94 m²,157.94 m²,,"815-3825 D.C COLOMBIA S.A.S vende local 2-26 del centro comercial innova plaza , este cuenta con servicio de agua y energia. se encuentra ubicado en calle 18 no 12-53 urbanizacion salesiano Duitama-Boyaca, buenas vias de acceso por la cra 11 y calle 20, a su alrededor encontramos parques, zona residencial entre otros. ",Comercial,,,"['Tipo acabado de piso cerámica', 'Parqueadero visitantes']","['Tipo acabado de piso cerámica', 'Parqueadero visitantes']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-22,duitama
Apartamento en Venta,51-M3275229,,$208.000.000,Entre 0 y 5 años,66 m²,65 m²,$80.000,"excelente proyecto en preconstrucción en la ciudad de Duitama es un centro urbano que se conoce como la capital Cívica de Boyacá, es un puerto transportador ubicado en un punto estratégico, para la prestación de servicios.

Este lindo proyecto esta ubicado en una zona muy importante de desarrollo urbanístico, cuenta con tres torres con excelentes acabados en siete pisos con una lindas zonas comunes.
cuenta con apartamentos desde 1 hasta 3 habitaciones
para entrega segundo semestre 2023

   ",3,3,2,"['Apto para niños', 'Citófonos', 'Tipo de cortinas ninguna', 'Zona de lavandería', 'Instalación de gas natural', 'Closets 2', 'Piso 4', 'Se permite fumar', 'Calentador gas', 'Tipo de cocina abierta', 'Tipo de comedor sala comedor', 'Deposito 0', 'Tipo de estufa gas', 'Tipo de parqueadero propio', 'Vista exterior', 'Area Terraza/Balcón 2 m²', 'Acceso para discapacitados', 'Vista panorámica', 'Conjunto cerrado', 'Terraza/Balcón balcón', 'Salón comunal', 'Zona para niños', 'Zonas verdes', 'Cerca centros comerciales', 'Cerca colegios / universidades', 'Cerca parques', 'Cerca supermercados', 'Cerca transporte público', 'Sobre vía secundaria']","['Apto para niños', 'Citófonos', 'Tipo de cortinas ninguna', 'Zona de lavandería', 'Instalación de gas natural', 'Closets 2', 'Piso 4', 'Se permite fumar', 'Calentador gas', 'Tipo de cocina abierta', 'Tipo de comedor sala comedor', 'Deposito 0', 'Tipo de estufa gas', 'Tipo de parqueadero propio', 'Vista exterior', 'Area Terraza/Balcón 2 m²', 'Acceso para discapacitados', 'Vista panorámica', 'Conjunto cerrado', 'Terraza/Balcón balcón', 'Salón comunal', 'Zona para niños', 'Zonas verdes', 'Cerca centros comerciales', 'Cerca colegios / universidades', 'Cerca parques', 'Cerca supermercados', 'Cerca transporte público', 'Sobre vía secundaria']",0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,0,1,0,1,2023-11-22,duitama
"Lote o Casalote en Venta, CALLE 3",11295-M3794547,CALLE 3,$230.000.000,Entre 0 y 5 años,0 m²,560 m²,,"lote amplio semiplano de uso comercial. residencial e industrial  se puede vender el lote parcial o lotearlos por más pequeños, en un secto cerca a la zona comercial educativa e industrial.",3,,,['Tipo de lote lote vacío'],['Tipo de lote lote vacío'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-22,duitama
"Apartamento en Venta, Sector San Jose Uptc",3284-1184544,Sector San Jose Uptc,$280.000.000,Entre 0 y 5 años,97 m²,97 m²,$106.000,"Vendo hermoso apartamento en Duitama Boyacá, sector universidad UPTC, cerca del pueblito Boyacense, Excelente ubicación, esquinero, muy tranquilo, parque infantil, puerta de parqueadero con contro remoto, depósito, ascensor, muy iluminado. tres habitaciones, dos baños, cocina integral tipo americano, pisos laminados, calentador a gas para todos los grifos y duchas, balcón en sala y en alcoba principal, estudio, conexión para chimenea a gas, zona de lavandería. Gran oportunidad. Un año de construido.
",3,3,2,"['Baño auxiliar', 'Calefacción', 'Citófonos', 'Cocina tipo americano', 'Cocina integral', 'Estudio o biblioteca', 'Hall de alcobas', 'Zona de lavandería', 'Piso 3', 'Deposito 1', 'Area Terraza/Balcón 3 m²', 'Baños de servicio', 'Vista panorámica', 'Terraza/Balcón balcón']","['Baño auxiliar', 'Calefacción', 'Citófonos', 'Cocina tipo americano', 'Cocina integral', 'Estudio o biblioteca', 'Hall de alcobas', 'Zona de lavandería', 'Piso 3', 'Deposito 1', 'Area Terraza/Balcón 3 m²', 'Baños de servicio', 'Vista panorámica', 'Terraza/Balcón balcón']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,2023-11-22,duitama
"Lote o Casalote en Venta, Duitama",34-M4239598,Duitama,$1.003.520.000,Más de 20 años,1024 m²,1024 m²,,"Excelente predio ubicado en la ciudad de Duitama, Boyaca. a dos cuadras de la via principal de facil acceso y ubicado en barrio con proyectos de construccion urbana. ",3,,,"['Ancho 1.0 m', 'Area lote 1024 m²']","['Ancho 1.0 m', 'Area lote 1024 m²']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-22,duitama
"Apartamento en Venta, Sevilla",10159-M4219606,Sevilla,$165.000.000,Entre 10 y 20 años,64 m²,62 m²,$74.000,"Código 6539FR198 Excelente oportunidad de adquirir apartamento en el Mirador del Chiticuy en la ciudad de Duitama, con fácil acceso de transporte público, el conjunto cuenta con vigilancia las veinticuatro horas, circuito de cámaras, zonas verdes, parque infantil, salón social, zona de BBQ, cancha de baloncesto, cancha de futbol, Capilla de oración dentro del conjunto, GYM a campo abierto y parqueadero para visitantes, este apartamento consta de tres alcobas con closet, dos baños con división en vidrio, uno en la habitación principal, cocina semi-integral, sala-comedor, zona de lavandería y tiene derecho a un parqueadero asignado no incluido en la escritura, se entrega con persianas romanas con black out en la habitación principal.

Quieres obtener más información, contáctanos para ayudarte a elegir el espacio que buscas…
",2,3,2,"['Baño auxiliar', 'Calefacción', 'Citófonos', 'Cocina integral', 'Comedor auxiliar', 'Hall de alcobas', 'Vigilancia', 'Zona de lavandería', 'Piso 5', 'Tipo acabado de piso cerámica', 'Baños de servicio', 'Circuito cerrado de TV', 'Parqueadero visitantes', 'Vista panorámica', 'Conjunto cerrado', 'Portería', 'Cancha(s) de basket', 'Cancha(s) de fútbol', 'Gimnasio', 'Salón comunal', 'Zona de BBQ', 'Zona para niños', 'Zonas verdes', 'Cerca colegios / universidades', 'Cerca parques', 'Cerca transporte público', 'Sobre vía principal', 'Zona campestre', 'Zona residencial']","['Baño auxiliar', 'Calefacción', 'Citófonos', 'Cocina integral', 'Comedor auxiliar', 'Hall de alcobas', 'Vigilancia', 'Zona de lavandería', 'Piso 5', 'Tipo acabado de piso cerámica', 'Baños de servicio', 'Circuito cerrado de TV', 'Parqueadero visitantes', 'Vista panorámica', 'Conjunto cerrado', 'Portería', 'Cancha(s) de basket', 'Cancha(s) de fútbol', 'Gimnasio', 'Salón comunal', 'Zona de BBQ', 'Zona para niños', 'Zonas verdes', 'Cerca colegios / universidades', 'Cerca parques', 'Cerca transporte público', 'Sobre vía principal', 'Zona campestre', 'Zona residencial']",1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,1,0,0,2023-11-22,duitama
"Lote o Casalote en Venta, San Antonio",MC4678283,San Antonio,$350.000.000,95 m²,5106 m²,,,"Lote con todos los servicios y con vivienda ubicado en la Vereda San Antonio de Duitama muy cerca a la Iglesia de la Vereda y al Transporte Público que llega desde el Municipio, excelente vista a las montañas, buenas vías de acceso y la posibilidad de remodelar la casa a su gusto, solicite video y agende su cita con Diego Rodríguez via WhatsApp , por favor abstenerse intermediarios gracias.",3,,,"['Con vivienda', 'Fondo 168 m', 'Piso 1', 'Zonas verdes', 'Cerca transporte público']","['Con vivienda', 'Fondo 168 m', 'Piso 1', 'Zonas verdes', 'Cerca transporte público']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2023-11-22,duitama
"Lote o Casalote en Venta, Vereda Tocogua Duitama",10278-M3848714,Vereda Tocogua Duitama,$300.000.000,Entre 10 y 20 años,72 m²,72 m²,,"Este lote cuenta con una casa semi terminada ubicada en la Vereda Tocogüa, cuenta con estufa de leña y energía eléctrica. Cuenta con los beneficios de la paz y tranquilidad que da una ubicación rural o campestre, pero muy cerca del casco urbano del municipio de Duitama, una de las principales poblaciones del departamento de Boyacá. La ubicación del predio es estratégica ya que cuenta con una hermosa vista y se encuentra muy cerca de senderos naturales para realizar caminatas ecológicas o actividades de ecoturismo. La distancia entre la entrada al lote y la primera vía urbana es aproximadamente menos de 1 kilometro o lo que equivale a menos de 5 minutos en un vehículo particular o 15 minutos caminando.",2,,,[],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-22,duitama
"Local Comercial en Venta, Solano",10278-M4039828,Solano,$310.000.000,Entre 0 y 5 años,21.87 m²,21.87 m²,,"Se vende local comercial esquinero nuevo, con un área de 21,87m2 más un parqueadero. El local se encuentra ubicado en la entrada 3 del pasaje Comercial Solano Actualmente el local se encuentra rentando con la posibilidad de cesión de contrato.
El pasaje Comercial Solano se encuentra ubicado a unos pasos del centro comercial Innovo, el cuál cuenta con 2 niveles más un semisótano para parqueo de vehículos y depósitos. El primer nivel cuenta con locales comerciales con áreas entre 10 y 28 m2 aproximadamente, islas comerciales con áreas promedio de 4 m2 y zona para cafés. El tercer nivel cuenta con un local de gran formato destinado para salas de cine, un casino, 33 islas desde 4 m2, 5 locales para comida con plazoleta y 21 locales comerciales entre los 10 y 26 m2.
Es una excelente oportunidad de inversión con buena rentabilidad.
",5,,,"['Número de local 1', 'Piso 1', 'Tipo de local en centro comercial', 'Vista exterior', 'Ascensor', 'Circuito cerrado de TV', 'Número de Ascensores 1', 'Vigilancia 24hrs', 'Cerca centros comerciales', 'Cerca parques', 'Cerca supermercados', 'Cerca transporte público', 'Sobre vía principal']","['Número de local 1', 'Piso 1', 'Tipo de local en centro comercial', 'Vista exterior', 'Ascensor', 'Circuito cerrado de TV', 'Número de Ascensores 1', 'Vigilancia 24hrs', 'Cerca centros comerciales', 'Cerca parques', 'Cerca supermercados', 'Cerca transporte público', 'Sobre vía principal']",0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,2023-11-22,duitama
Apartamento en Venta,11295-M3276005,,$238.500.000,Entre 5 y 10 años,86 m²,86 m²,$186.000,"Apartamento ubicado en el Conjunto Residencial Altos de Tundama, cuenta con 3 habitaciones con closet, la principal con baño privado y espacio exterior, baño social, sala con chimenea, zona de ropas, cocina integral , sala-comedor. Cerca la Avenida Circunvalar (carrera 31); próximo a la  Universidad Antonio Nariño; la Clínica Boyacá y al sector comercial  Además cuenta con  ascensor; zonas verdes; parque  infantil;  piscina y zona de descanso; salón comunal ",4,3,2,"['Zona de lavandería', 'Piso 2', 'Conjunto cerrado']","['Zona de lavandería', 'Piso 2', 'Conjunto cerrado']",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2023-11-22,duitama
"Casa en Venta, El Libertador",342-M4423503,El Libertador,$380.000.000,Entre 10 y 20 años,240 m²,240 m²,2,"HERMOSA CASA EN DUITAMACUENTA CON UN AREA DE 240 METROS, EN EL PRIMER NIVEL CUENTA CON SALA COMEDORCON CHIMENEA, COCINA INTEGRAL A GAS, UN HABITACION CON BAÑO, PATIO DE ROPAS, SEGUNDO NIVEL  TRES HABITACIONES CON CLOSET, DOS BAÑOS, UN ESTUDIO, ESTAR DE ALCOBAS, TERCER NIVEL DOS HABITACIONES, UN BAÑO, CUERTO CON SAUNA, TERRAZA, EXCELENTE ACABADOS, MUY BUENA UBICACION, CERCA A CENTRO COMERCIAL, EXITO, COLEGIOS. ACEPTA PERMUTA EN BOGOTA O DUITAMA.",3,5,4,"['Estudio o biblioteca', 'Instalación de gas natural', 'Closets 1', 'Patio', 'Tipo de cocina lineal', 'Tipo de comedor sala comedor', 'Tipo de parqueadero independiente', 'Tipo acabado de piso porcelanato', 'Tipo de piso en alcobas porcelanato', 'Tipo de piso en comedor porcelanato', 'Tipo de piso en estudio porcelanato', 'Tipo de piso en sala porcelanato', 'Vista exterior', 'Baños de servicio', 'Jardín', 'Vigilancia 0', 'Cerca centros comerciales', 'Cerca colegios / universidades', 'Cerca parques', 'Cerca supermercados', 'Cerca transporte público', 'Sobre vía secundaria', 'Zona residencial']","['Estudio o biblioteca', 'Instalación de gas natural', 'Closets 1', 'Patio', 'Tipo de cocina lineal', 'Tipo de comedor sala comedor', 'Tipo de parqueadero independiente', 'Tipo acabado de piso porcelanato', 'Tipo de piso en alcobas porcelanato', 'Tipo de piso en comedor porcelanato', 'Tipo de piso en estudio porcelanato', 'Tipo de piso en sala porcelanato', 'Vista exterior', 'Baños de servicio', 'Jardín', 'Vigilancia 0', 'Cerca centros comerciales', 'Cerca colegios / universidades', 'Cerca parques', 'Cerca supermercados', 'Cerca transporte público', 'Sobre vía secundaria', 'Zona residencial']",0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0,2023-11-22,duitama
