Name,ID,Barrio,lat,lon,tipo,Precio,Edad,Area Construida,Area Total,Parking/admin_value,Descripcion,Estrato,Habitaciones,Baños,Other Variable,list,Esquinero,Piso 0,Portería,Zona comercial,Patio,Tipo de piso en sala cerámica,Ascensor,Cerca centros comerciales,Número de local 0,Chimenea,Parqueadero visitantes,Vigilancia,Tipo de piso en comedor cerámica,Piso 5,Piso 2,Area lote 300 m²,Tipo de cortinas persianas,Jacuzzi,Cocina tipo americano,Closets 4,Ubicado en edificio,Cerca parques,Depósito o cuarto útil,Número de Ascensores 0,Tipo acabado de piso cerámica,Tipo acabado de piso laminado,Tipo de estufa gas,Cuarto de servicio,Sobre vía secundaria,Calefacción,Piso en baldosa,Tipo de piso en sala laminado,Piso en porcelanato,Cerca colegios / universidades,Tipo de comedor sala comedor,Tipo de cocina abierta,Vigilancia 24hrs,Tipo de lote lote vacío,Comedor auxiliar,Apto para niños,Closets 3,Zonas verdes,Piso 6,Tipo de local en centro comercial,Cerca supermercados,Zona residencial,Piso 3,Número de Ascensores 2,Sobre vía principal,Calentador gas,Número de líneas teléfonicas 0,Número de Ascensores 1,Baño auxiliar,Características del parqueadero descubierto,Zona de lavandería,Tipo de piso en estudio laminado,Tipo de parqueadero propio,Baños de servicio,Piso 4,Piso 1,Zona campestre,Vigilancia 0,Tipo acabado de piso baldosa,Número de local 1,Vivienda bifamiliar,Piso en madera,Salón comunal,Vista panorámica,Tipo de comedor comedor independiente,Equipado / amoblado,Características del parqueadero cubierto,Parqueadero cubierto,Cocina integral,Hall de alcobas,Tipo de casa tradicional,Estudio o biblioteca,Citófonos,Vista exterior,Con terraza,Zona de BBQ,Tipo de piso en alcobas laminado,Sauna / turco,Lote vacio,Alarma,Instalación de gas natural,Acceso para discapacitados,Cerca transporte público,Gimnasio,Jardín,Deposito 1,Zona para niños,Circuito cerrado de TV,Conjunto cerrado,Tipo de cocina paralela,Tipo de cocina lineal,Terraza/Balcón balcón,Deposito 0,Tipo de casa condominio,Piscina,date,city
"Casa en Venta, Mirador del Lago",11295-M3608718,Mirador del Lago,5.595577,-73.324162,apartamento,$750.000.000,Entre 5 y 10 años,720 m²,720 m²,$220.00 ,"Sensacional casa en zona campestre de 4 pisos con un área construida de 432 m² en un terreno total de 720 m². Cuenta con 6 habitaciones con closets, 6 baños, cuarto estudio, chimenea, cocina integral tipo americano. Jacuzzi en la habitación principal, zona de lavandería. La sala es amplia, espacio de comedor independiente y garaje con puerta eléctrica.",3,5,5,"['Parqueadero cubierto', 'Zona de lavandería', 'Tipo de casa condominio', 'Tipo de parqueadero propio', 'Conjunto cerrado']","['Parqueadero cubierto', 'Zona de lavandería', 'Tipo de casa condominio', 'Tipo de parqueadero propio', 'Conjunto cerrado']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,11/22/2023,tunja
"Apartamento en Venta, Tunja",10159-M4536903,,,,apartamento,$270.000.000,Entre 10 y 20 años,83.41 m²,80 m²,1,"Código 6892FR003 Venta de hermoso apartamento a pocas cuadras de la Universidad Pedagógica y Tecnológica de Colombia, del Colegio Normal Femenina LAP, del centro comercial Olímpica, ubicado en un segundo piso con un área de ochenta y tres punto cuarenta y un metros cuadrados, consta de tres habitaciones, la principal con baño privado, dos baños sociales, Sala con chimenea y balcón, comedor, Cocina integral con gas natural y calentador, zona de lavandería, pisos en madera laminada y parqueadero.

Se entrega encortinado y lo mejor de todo el precio es negociable, ¡qué esperas!!!!  si requieres más información contáctanos...
",4,3,3,"['Baño auxiliar', 'Calefacción', 'Chimenea', 'Citófonos', 'Cocina integral', 'Comedor auxiliar', 'Zona de lavandería', 'Piso 2', 'Tipo acabado de piso cerámica', 'Baños de servicio', 'Vista panorámica', 'Terraza/Balcón balcón', 'Cerca colegios / universidades', 'Cerca parques', 'Cerca transporte público', 'Zona residencial']","['Baño auxiliar', 'Calefacción', 'Chimenea', 'Citófonos', 'Cocina integral', 'Comedor auxiliar', 'Zona de lavandería', 'Piso 2', 'Tipo acabado de piso cerámica', 'Baños de servicio', 'Vista panorámica', 'Terraza/Balcón balcón', 'Cerca colegios / universidades', 'Cerca parques', 'Cerca transporte público', 'Zona residencial']",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,11/22/2023,tunja
"Apartamento en Venta, Inaltteza",3072-M2731740,inaltteza,5.538987,-73.350477,apartamento,$230.000.000,Entre 0 y 5 años,80 m²,80 m²,$130.00 ,"venta apartamento tunja, inaltteza, vista al sur de la ciudad, 80 mts2, cuenta con sala comedor con balcon, cocina integral abierta, zona de lavanderia, 3 habitaciones, ppa con baño privado, baño auxiliar, parqueadero, ,el edificio cuenta con piscina sin fin en el piso treinta,sauna, turco,salon de juegos panoramico, sky lounge, bar, cancha de tenis, cancha multiplex, zona bbq ubicado cerca a centro comercial unicentro, makro, proximamente exito y falabella, estadio de la independencia.",4,3,2,"['Apto para niños', 'Citófonos', 'Parqueadero cubierto', 'Sauna / turco', 'Zona de lavandería', 'Instalación de gas natural', 'Piso 3', 'Calentador gas', 'Tipo de cocina abierta', 'Tipo de comedor sala comedor', 'Deposito 0', 'Tipo de estufa gas', 'Tipo de parqueadero propio', 'Vista exterior', 'Area Terraza/Balcón 3 m²', 'Ascensor', 'Acceso para discapacitados', 'Circuito cerrado de TV', 'Piscina', 'Vista panorámica', 'Conjunto cerrado', 'Número de Ascensores 2', 'Terraza/Balcón balcón', 'Vigilancia 24hrs', 'Cancha(s) de basket', 'Cancha(s) de fútbol', 'Cancha(s) de tennis', 'Gimnasio', 'Salón comunal', 'Zona de BBQ', 'Zona para niños', 'Zonas verdes', 'Cerca centros comerciales', 'Cerca colegios / universidades', 'Cerca parques', 'Cerca supermercados', 'Cerca transporte público', 'Sobre vía principal']","['Apto para niños', 'Citófonos', 'Parqueadero cubierto', 'Sauna / turco', 'Zona de lavandería', 'Instalación de gas natural', 'Piso 3', 'Calentador gas', 'Tipo de cocina abierta', 'Tipo de comedor sala comedor', 'Deposito 0', 'Tipo de estufa gas', 'Tipo de parqueadero propio', 'Vista exterior', 'Area Terraza/Balcón 3 m²', 'Ascensor', 'Acceso para discapacitados', 'Circuito cerrado de TV', 'Piscina', 'Vista panorámica', 'Conjunto cerrado', 'Número de Ascensores 2', 'Terraza/Balcón balcón', 'Vigilancia 24hrs', 'Cancha(s) de basket', 'Cancha(s) de fútbol', 'Cancha(s) de tennis', 'Gimnasio', 'Salón comunal', 'Zona de BBQ', 'Zona para niños', 'Zonas verdes', 'Cerca centros comerciales', 'Cerca colegios / universidades', 'Cerca parques', 'Cerca supermercados', 'Cerca transporte público', 'Sobre vía principal']",0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,11/22/2023,tunja
"Apartamento en Venta, Santa ",MC4036789,,,,apartamento,$110.000.000,Entre 0 y 5 años,32 m²,29 m²,,"Lindo apartaestudio, Cerca a Centro comercial Viva, cerca a estacion Terpel",4,1,1,['Piso 4'],['Piso 4'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11/22/2023,tunja
"Lote o Casalote en Venta, VEREDA PIRGUA",11295-M3930117,VEREDA PIRGUA,,,lote,$100.000.000,Entre 0 y 5 años,0 m²,260 m²,,"lote rural al oriente de Tunja está ubicado en la vereda la pirgua excelente vista a la ciudad ideal para mirador o casa campestre, limita con el santuario de nazaret y zona verde entonces no hay vecinos futuros que le tapen la vista, tiene acceso a luz, agua, pozo séptico, excelente acceso a vía, subida por el green hill y vía toca boyacá . El valor es negociable.",1,,,['Tipo de lote lote vacío'],['Tipo de lote lote vacío'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11/22/2023,tunja
"Casa en Venta, Barrio Suarez",10159-M4627056,Barrio Suarez,5.522914,-73.364943,apartamento,$340.000.000,Entre 10 y 20 años,164 m²,160 m²,1,"Código 696FR4556 AMPLIA CASA BARRIO SUAREZ EN TUNJA. Casa con excelente ubicación muy cerca a la Universidad Juan de Castellanos, parque el Bosque de la República, y al centro de la ciudad. Facilidad de transporte y vías de acceso. Casa de dos niveles ampliada y remodelada recientemente, consta de En el primer piso parqueadero con puerta eléctrica, oficina o estudio, cocina integral, baño social, amplia sala comedor, área de ropas y bodega; segundo piso habitación principal con baño con doble puerta de entrada, dos habitaciones, una de ellas con baño privado. Se recibe permuta en parte de pago.
",3,3,3,"['Baño auxiliar', 'Calefacción', 'Cocina integral', 'Estudio o biblioteca', 'Hall de alcobas', 'Deposito 1', 'Area lote 119 m²', 'Baños de servicio', 'Cerca colegios / universidades', 'Zona residencial']","['Baño auxiliar', 'Calefacción', 'Cocina integral', 'Estudio o biblioteca', 'Hall de alcobas', 'Deposito 1', 'Area lote 119 m²', 'Baños de servicio', 'Cerca colegios / universidades', 'Zona residencial']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11/22/2023,tunja
"Casa en Venta, San Laureano",10159-M4551336,San Laureano,5.528476,-73.362916,apartamento,$500.000.000,Más de 20 años,270 m²,268 m²,1,"Codigo 6914777 VENTA CASA CENTRO DE TUNJA, EXCLUSIVO SECTOR DE SAN LAUREANO, sobre la carrera novena en la via principal, amplia casa  remodelada y terminada en tres plantas; con garaje espacioso, cuenta con seis habitaciones, tres de ellas con closet, sala comedor,  cuarto de cocina, un baño en cada piso, una terraza cubierta de ochenta metros cuadrados, bodegas debajo de las escaleras y en general buena iluminacion y ventilacion. Apta para vivienda o comercio, adaptable para centro educativo, oficinas, apartaestudios, o consultorios; convirtiendose en una excelente oportunidad de inversion con alta rentabilidad. A cuatro cuadras de la plaza de Bolivar, con rutas de transporte publico que pasan por el frente. Muy cerca de la zona comercial, bancaria, institucional y educativa del centro de la ciudad, en donde se encuentran las Universidades Juan de Castellanos, Santo tomas y colegios. A una cuadra del Parque de San Laureano y en seguida al Parque del Bosque, en donde hay zonas verde",3,5,3,"['Baño auxiliar', 'Cuarto de servicio', 'Hall de alcobas', 'Zona de lavandería', 'Piso 3', 'Deposito 1', 'Tipo acabado de piso cerámica', 'Area lote 96 m²', 'Baños de servicio', 'Salón comunal', 'Zona para niños', 'Zonas verdes', 'Cerca colegios / universidades', 'Cerca parques', 'Cerca transporte público', 'Zona comercial', 'Zona residencial']","['Baño auxiliar', 'Cuarto de servicio', 'Hall de alcobas', 'Zona de lavandería', 'Piso 3', 'Deposito 1', 'Tipo acabado de piso cerámica', 'Area lote 96 m²', 'Baños de servicio', 'Salón comunal', 'Zona para niños', 'Zonas verdes', 'Cerca colegios / universidades', 'Cerca parques', 'Cerca transporte público', 'Zona comercial', 'Zona residencial']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,11/22/2023,tunja
"Casa en Venta, Centro",11295-M3562856,Centro,5.532949,-73.360721,apartamento,$400.000.000,Entre 10 y 20 años,112 m²,162 m²,,"Casa cerca de la Plaza Real y a 2 minutos del Centro Histórico de Tunja, cuenta con un área 162 m2 de los cuales 112 m² construidos. Consta de dos pisos distribuidos de la siguiente forma: primer piso cuenta con sala-comedor, cocina, patio de ropas de dos niveles, 1 baño social, 1 habitación y cuarto auxiliar.  Finalmente, el segundo piso cuenta con 1 habitación principal con excelente iluminación, 1 baño privado, 2 habitaciones y 1 baño social. Adicionalmente, la propiedad es apta para construir y realizar modificaciones que se deseen realizar y puede ser usada con fines comerciales.
",3,4,3,"['Zona de lavandería', 'Tipo de casa tradicional']","['Zona de lavandería', 'Tipo de casa tradicional']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11/22/2023,tunja
"Lote o Casalote en Venta, Santa barbara",MC4662557,santa barbara,,,lote,$650.000.000,350 m²,350 m²,,,"Edificio centro de Tunja (cerca a la plaza de Bolívar) costa de primer piso con un aparta estudio y un local comercial. en el segundo piso un apartamento grande con sala comedor, 4 alcobas, baño, deposito y patio. Tercer piso igual al segundo piso mas una terraza (dúplex) y al lado una bodega de 6 x 12 m2. Nota Esta edificación no esta afectada a la  norma del centro historico, es decir se puede demoler en su totalidad o remodelar y vender por propiedad horizontal ",3,,,"['Fondo 350 m', 'Lote vacio', 'Piso 3', 'Patio', 'Esquinero', 'Cerca transporte público']","['Fondo 350 m', 'Lote vacio', 'Piso 3', 'Patio', 'Esquinero', 'Cerca transporte público']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11/22/2023,tunja
"Local Comercial en Venta, Centro Comercial Ryo",11295-M3544558,Centro Comercial Ryo,,,local,$40.606.798,Entre 5 y 10 años,15 m²,15 m²,,"Excelente local, ubicado en el centro comercial RYO  en la plazoleta de comidas, con un área de 15m2, se encuentra con adecuaciones como: piso en cerámica, división en drywall para el área de cocina, cocina integral en L con mesón en acero inoxidable, punto cero para extractor de olores, con algunas paredes enchapadas. La copropiedad cuenta con zona de comidas adecuada, zonas comunes, bahía de parqueo, supermercado, club de bolos y gimnasio entre otros; ubicado en excelente zona de Tunja. Cerca a universidades y sector de medicina.",4,,,"['Número de local 1', 'Piso 1', 'Tipo de local en centro comercial']","['Número de local 1', 'Piso 1', 'Tipo de local en centro comercial']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11/22/2023,tunja
"Casa en Venta, Tejares del norte",MC4621691,Tejares del norte,5.571173,-73.336716,apartamento,$340.000.000,Más de 20 años,240 m²,240 m²,$200.00 ,"Casa amplia con tres pisos. En el primer piso garaje, baño auxiliar, sala, comedor, cocina, patio amplio con habitación auxiliar. segundo piso. Habitación principal con baño, dos  habitaciones auxiliares con baño. Estudio abierto. Piso en madera. Tercer piso, habitación amplia, con un cuarto como depósito. ",3,4,3,"['Baño auxiliar', 'Características del parqueadero cubierto', 'Cocina integral', 'Estudio o biblioteca', 'Piso en baldosa', 'Piso en madera', 'Vigilancia', 'Zona de lavandería', 'Piso 3', 'Tipo de parqueadero propio', 'Baños de servicio', 'Jardín', 'Parqueadero visitantes', 'Conjunto cerrado', 'Portería', 'Zonas verdes', 'Cerca centros comerciales', 'Cerca colegios / universidades', 'Cerca transporte público']","['Baño auxiliar', 'Características del parqueadero cubierto', 'Cocina integral', 'Estudio o biblioteca', 'Piso en baldosa', 'Piso en madera', 'Vigilancia', 'Zona de lavandería', 'Piso 3', 'Tipo de parqueadero propio', 'Baños de servicio', 'Jardín', 'Parqueadero visitantes', 'Conjunto cerrado', 'Portería', 'Zonas verdes', 'Cerca centros comerciales', 'Cerca colegios / universidades', 'Cerca transporte público']",0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,11/22/2023,tunja
"Casa en Venta, LA FUENTE TUNJA",11295-M4327468,LA FUENTE TUNJA,5.548211,-73.365768,apartamento,$150.000.000,Entre 10 y 20 años,80 m²,80 m²,1,"¡Excelente oportunidad! Se vende una espectacular casa esquinera con una vista de lujo a la ciudad. La ubicación es inmejorable, ya que pasa cerca del transporte público y cuenta con un CAI de la policía cercano, lo que la convierte en un sitio seguro para vivir. La casa consta de dos niveles, en el primer nivel se encuentra una amplia sala comedor, una cocina equipada, un patio amplio y un baño social. En el segundo nivel, se encuentran dos habitaciones y un baño completo, con la posibilidad de ampliar para otra habitación.",3,3,2,"['Zona de lavandería', 'Tipo de casa tradicional', 'Vista exterior']","['Zona de lavandería', 'Tipo de casa tradicional', 'Vista exterior']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11/22/2023,tunja
"Apartamento en Venta, La Florida",10278-M4675763,La Florida,5.513302,-73.367828,apartamento,$186.900.000,Entre 0 y 5 años,62.32 m²,55.56 m²,1,"Ubicado en Tunja, Boyacá es un apartamento en venta de 62.32m2 de área construida, con área privada de 55.56m2. Cuenta con 3 alcobas, 2 baños, 1 garaje y varias características que lo hacen un lugar ideal para vivir.

Interiormente admite mascotas, cuenta con baño auxiliar, baño en la habitación principal, citófono  intercomunicador, doble ventana, gas domiciliario y la vista panorámica que permite disfrutar el lugar al máximo.

Exteriormente cuenta con acceso pavimentado, área social, un ascensor, barbacoa  parrilla  quincho, cerca de centros comerciales, zona urbana, club social, cochera  garaje, colegios  universidades, garita de entrada, oficina de negocios, parqueadero para visitantes, parques cercanos, portería  recepción, salón comunal, sobre vía principal, transporte público cercano, urbanización cerrada, vigilancia, vivienda unifamiliar, zona residencial.

Es un lugar con todas las comodidades que uno quiere para vivir, rodeado de tranquilidad y en el ",3,3,2,"['Baño auxiliar', 'Citófonos', 'Vigilancia', 'Piso 2', 'Ascensor', 'Baños de servicio', 'Parqueadero visitantes', 'Vista panorámica', 'Conjunto cerrado', 'Portería', 'Salón comunal', 'Zona de BBQ', 'Cerca colegios / universidades', 'Cerca parques', 'Cerca transporte público', 'Sobre vía principal', 'Zona residencial']","['Baño auxiliar', 'Citófonos', 'Vigilancia', 'Piso 2', 'Ascensor', 'Baños de servicio', 'Parqueadero visitantes', 'Vista panorámica', 'Conjunto cerrado', 'Portería', 'Salón comunal', 'Zona de BBQ', 'Cerca colegios / universidades', 'Cerca parques', 'Cerca transporte público', 'Sobre vía principal', 'Zona residencial']",0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,11/22/2023,tunja
"Apartamento en Venta, MALDONADO",11295-M4174537,MALDONADO,5.541316,-73.358413,apartamento,$250.000.000,Entre 10 y 20 años,81 m²,81 m²,$80.00 ,"Se vende apartamento central cerca a la glorieta norte y a las Nieves de 3 habitaciones con closet, 2 baños, uno en la habitación principal y otro social, sala comedor amplia excelente iluminación con parqueadero.
",3,3,2,"['Zona de lavandería', 'Piso 1']","['Zona de lavandería', 'Piso 1']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11/22/2023,tunja
"Apartamento en Venta, San Laureano",MC2456423,San Laureano,5.528476,-73.362916,apartamento,$185.000.000,Entre 0 y 5 años,65 m²,60.61 m²,$100.00 ,"LINDO APARTAMENTO A SEIS CUADRAS DE LA CATEDRAL, TIENE CUARTO ÚTIL INDEPENDIENTE, ES ILUMINADO, CALIENTE CON EXCELENTES ACABADOS, SERVCIOS DE AGUA. LUZ Y GAS",3,3,2,"['Citófonos', 'Zona de lavandería', 'Piso 2', 'Ascensor', 'Depósito o cuarto útil', 'Cerca colegios / universidades', 'Cerca parques', 'Cerca transporte público', 'Ubicado en edificio', 'Zona residencial']","['Citófonos', 'Zona de lavandería', 'Piso 2', 'Ascensor', 'Depósito o cuarto útil', 'Cerca colegios / universidades', 'Cerca parques', 'Cerca transporte público', 'Ubicado en edificio', 'Zona residencial']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11/22/2023,tunja
"Local Comercial en Venta, Las Nieves",10159-M4580981,Las Nieves,,,local,$220.000.000,Más de 20 años,90 m²,88 m²,$95.00 ,"Codigo 696FR4534  VENTA DE AMPLIO LOCAL CERCA AL HOSPITAL SAN RAFAEL EN TUNJA Local estrategicamente ubicado muy cerca al Hospital de San Rafael,  centros de atencion medica particulares y comercio en general. Excelente oportunidad de retorno de inversion.  El local cuenta con un baño, area de lavado de manos exterior, y un cuarto para bodega. Se recibe en parte de pago permuta hasta por el treinta por ciento. Llamanos para brindarte mayor informacion y atencion.
",6,,1,"['Baño auxiliar', 'Piso 2', 'Area lote 90 m²', 'Portería', 'Cerca colegios / universidades', 'Cerca transporte público', 'Zona comercial', 'Zona residencial']","['Baño auxiliar', 'Piso 2', 'Area lote 90 m²', 'Portería', 'Cerca colegios / universidades', 'Cerca transporte público', 'Zona comercial', 'Zona residencial']",0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11/22/2023,tunja
"Local Comercial en Venta, MUISCAS",11295-M3973752,MUISCAS,,,local,$195.000.000,Entre 10 y 20 años,45 m²,45 m²,,"Local comercial cerca al Colegio Andino, a la Universidad de Boyacá y Clinica Medilaser, a una cuadra de la zona comercial de los muiscas. El edificio es esquinero con un espacio amplio y baño privado, Cuenta con los servicios de agua, luz y gas. Ideal para empresas del sector de alimentos, de papelería, de insumos farmacéuticos, deportivos dirigidos especialmente al mercado estudiantil. ",3,,,"['Número de local 0', 'Piso 0', 'Tipo de local otro']","['Número de local 0', 'Piso 0', 'Tipo de local otro']",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11/22/2023,tunja
"Casa en Venta, Norte",11295-M3607311,norte,na,na,apartamento,$1.600.000.000,Entre 5 y 10 años,49 m²,49 m²,,"Casa a 2 minutos del norte de Tunja.  El primer piso consta de sala comedor y baño. En el segundo piso hay una habitación, cocina y baño. Cuenta con amplias zonas verdes, zona social, lago, bosque interno y canchas deportivas en construcción.",4,1,2,"['Zona de lavandería', 'Tipo de casa condominio', 'Conjunto cerrado']","['Zona de lavandería', 'Tipo de casa condominio', 'Conjunto cerrado']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,11/22/2023,tunja
"Casa en Venta, VILLA DEL ROSARIO TUNJA",11295-M4431508,VILLA DEL ROSARIO TUNJA,5.509217,-73.356082,apartamento,$380.000.000,Entre 10 y 20 años,258 m²,258 m²,1,"Se vende una casa de tres pisos ubicada en el barrio Villa del Rosario en Tunja, Colombia, cerca del Parque Industrial del Sur y sobre la Avenida Circunvalar Ruta Abajo. El primer piso cuenta con una habitación, un baño, cocina, patio de ropas, garaje y un local. El segundo piso tiene tres habitaciones, dos baños, cocina, sala-comedor, patio de ropas y balcón. Por último, el tercer piso cuenta con tres habitaciones, dos baños, estudio, cocina, sala-comedor, patio de ropas y balcón.",3,5,3,"['Zona de lavandería', 'Tipo de casa tradicional', 'Vista exterior']","['Zona de lavandería', 'Tipo de casa tradicional', 'Vista exterior']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11/22/2023,tunja
